nearest_facility_id,nearest_facility_type,nearest_facility_name,thermal_detections,active_days,mean_frp_mw,median_frp_mw,max_frp_mw,std_frp_mw,mean_brightness_k,max_brightness_k,mean_t31_k,max_t31_k,high_confidence_detections,night_detections,mean_distance_km,min_distance_km,detections_per_active_day,detections_per_month,high_confidence_fraction,night_fraction,mean_daily_detections,median_daily_detections,max_daily_detections,std_daily_detections,mean_daily_total_frp_mw,max_daily_total_frp_mw
P100000124007,cement,NCL Industries Nalgonda Cement Plant,1,1,1.96,1.96,1.96,,303.51,303.51,288.08,288.08,0,1,0.1009330017642307,0.1009330017642307,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,1.96,1.96
P100000124009,cement,NU Vista Risda Cement Plant,28,27,0.8521428571428571,0.785,1.95,0.3369070334771139,304.22107142857146,312.91,291.8546428571429,300.24,0,28,0.2565749587287881,0.1059302984696497,1.037037037037037,2.3333333333333335,0.0,1.0,1.037037037037037,1.0,2,0.19245008972987526,0.8837037037037037,1.95
P100000124011,cement,NuvoVistas Corporation Raseda Cement Plant,135,116,1.2736296296296297,1.19,4.24,0.551133983503331,305.60585185185187,318.71,291.3284444444444,301.6,0,135,0.20888773222741505,0.0073076925434534,1.1637931034482758,11.25,0.0,1.0,1.1637931034482758,1.0,2,0.37169331718364335,1.4822413793103448,4.77
P100000124013,cement,NuvoVistas Corporation Chittaurgarh Cement Plant,41,40,0.8004878048780488,0.77,1.79,0.26518815225714926,300.7051219512195,308.41,288.4473170731707,296.49,0,41,0.14579760060779712,0.0397157332412235,1.025,3.4166666666666665,0.0,1.0,1.025,1.0,2,0.15811388300841894,0.8205,2.0700000000000003
P100000124019,cement,NU Vista Bhabua Cement Plant,6,4,10.941666666666668,2.045,51.67,20.09956657907495,330.81666666666666,348.21,300.2183333333333,322.94,0,1,0.6266330453543529,0.3440074974153219,1.5,0.5,0.0,0.16666666666666666,1.5,1.5,2,0.5773502691896257,16.4125,52.660000000000004
P100000124021,cement,Orient Cement Chittapur Cement Plant,3,3,1.5866666666666667,0.77,3.35,1.528474184712759,312.59999999999997,340.78,296.02,311.18,0,2,0.42335011106571985,0.1936614552870331,1.0,0.25,0.0,0.6666666666666666,1.0,1.0,1,0.0,1.5866666666666667,3.35
P100000124023,cement,Ambuja Cements Talaricheruvu Cement Plant,3,3,0.62,0.67,0.83,0.2389560629069704,303.82,304.68,293.48333333333335,294.32,0,3,0.1134180081797459,0.0619154425311743,1.0,0.25,0.0,1.0,1.0,1.0,1,0.0,0.62,0.83
P100000124025,cement,Ambuja Cements Anantapuram Cement Plant,9,9,0.7388888888888889,0.66,1.44,0.34228805283139974,305.28,310.05,293.56666666666666,299.56,0,9,0.17156952634415032,0.0340602935996479,1.0,0.75,0.0,1.0,1.0,1.0,1,0.0,0.7388888888888889,1.44
P100000124029,cement,Rain Cements Kurnool Cement Plant,5,3,2.322,1.78,4.95,1.6165611649424219,329.216,338.3,298.306,301.05,0,1,0.4908179063088576,0.1314422817835992,1.6666666666666667,0.4166666666666667,0.0,0.2,1.6666666666666667,1.0,3,1.1547005383792517,3.8700000000000006,6.050000000000001
P100000124031,cement,Ramco Cements Govindapuram Cement Plant,24,24,0.85125,0.925,1.71,0.35559273846940953,304.57041666666663,308.94,290.29,296.55,0,24,0.14692467121851116,0.0265674778308242,1.0,2.0,0.0,1.0,1.0,1.0,1,0.0,0.85125,1.71
P100000124032,cement,RamCements Jayanthipuram Cement Plant,4,4,0.6275,0.585,0.95,0.25850531909421126,303.9425,304.88,290.49,294.28,0,4,0.1523276242236677,0.0280366669287024,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1,0.0,0.6275,0.95
P100000124033,cement,Ramco Cements Mathodu Cement Plant,2,2,4.72,4.72,7.56,4.0163665171395895,343.585,346.4,309.855,310.53,0,0,0.8513417612728718,0.8159504941006516,1.0,0.16666666666666666,0.0,0.0,1.0,1.0,1,0.0,4.72,7.56
P100000124034,cement,Ramco Cements Alathiyur Cement Plant,3,3,0.5266666666666666,0.57,0.6,0.10214368964029708,303.95666666666665,305.38,293.01,294.04,0,3,0.08605068315122166,0.0272089596393914,1.0,0.25,0.0,1.0,1.0,1.0,1,0.0,0.5266666666666666,0.6
P100000124035,cement,Ramco Cements Tulukkapatti Cement Plant,1,1,2.55,2.55,2.55,,336.18,336.18,306.28,306.28,0,0,0.7990340019818458,0.7990340019818458,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.55,2.55
P100000124039,cement,Ramco Cements Chengalpattu Cement Plant,2,2,0.435,0.435,0.49,0.07778174593052022,304.75,304.99,286.945,288.25,0,2,0.1540622158861957,0.0775044327327548,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,0.435,0.49
P100000124040,cement,Sagar Cements Mattampally Cement Plant,1,1,0.52,0.52,0.52,,304.33,304.33,294.31,294.31,0,1,0.0299782747483447,0.0299782747483447,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.52,0.52
P100000124043,cement,Shree Cement Beawar Cement Plant,5,5,0.704,0.65,0.97,0.1708215443086732,300.576,306.41,289.71400000000006,295.86,0,5,0.10616370288172654,0.0583092165624247,1.0,0.4166666666666667,0.0,1.0,1.0,1.0,1,0.0,0.704,0.97
P100000124045,cement,Shree Cement Ras Cement Plant,134,84,1.3497014925373134,1.29,3.09,0.4713361910146106,303.920223880597,315.35,291.13522388059704,303.04,0,134,0.3021298197876304,0.0220277247275326,1.5952380952380953,11.166666666666666,0.0,1.0,1.5952380952380953,1.0,5,0.8083755482231034,2.1530952380952377,6.93
P100000124046,cement,Shree Cement Raipur Cement Plant,1,1,3.45,3.45,3.45,,335.07,335.07,304.49,304.49,0,0,0.7261793082180379,0.7261793082180379,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.45,3.45
P100000124049,cement,Shree Cement Aurangabad Cement Plant,1,1,4.17,4.17,4.17,,333.13,333.13,298.32,298.32,0,0,0.8609397010515297,0.8609397010515297,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.17,4.17
P100000124051,cement,Shree Cement Panipat Cement Plant,1,1,3.73,3.73,3.73,,345.27,345.27,296.45,296.45,0,0,0.4707737343643464,0.4707737343643464,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.73,3.73
P100000124052,cement,Shree Cement Khushkhera Cement Plant,2,2,1.885,1.885,2.52,0.8980256121069153,328.725,329.26,294.845,297.16,0,1,0.7385832916637436,0.6192843760419422,1.0,0.16666666666666666,0.0,0.5,1.0,1.0,1,0.0,1.885,2.52
P100000124055,cement,UltraTech Cement Sirohi Cement Plant,159,137,1.411132075471698,1.4,2.75,0.49625430028054274,305.85106918238995,318.27,291.24440251572327,301.76,0,159,0.2050233174671952,0.0180138508122207,1.1605839416058394,13.25,0.0,1.0,1.1605839416058394,1.0,2,0.3684940865184344,1.6377372262773724,4.21
P100000124056,cement,UltraTech Cement Sidhi Cement Plant,61,59,1.0572131147540982,0.87,3.28,0.5647628739791034,303.91803278688525,314.51,290.71081967213115,300.13,0,61,0.2500595859975101,0.0451412403551275,1.0338983050847457,5.083333333333333,0.0,1.0,1.0338983050847457,1.0,2,0.18252082497293803,1.093050847457627,4.32
P100000124057,cement,UltraTech Cement Dalla Cement Plant,77,71,0.9288311688311688,0.92,2.55,0.3729680881861003,300.9707792207792,310.44,288.23883116883115,298.15,0,77,0.17142950790466313,0.0309470077724132,1.0845070422535212,6.416666666666667,0.0,1.0,1.0845070422535212,1.0,2,0.2801264445740498,1.0073239436619719,3.36
P100000124058,cement,UltraTech Cement Jaypee Puram Cement Plant,32,32,0.94,0.865,1.83,0.35785201482753876,302.8525,311.32,290.7478125,299.16,0,32,0.13944405264078247,0.0507392422410126,1.0,2.6666666666666665,0.0,1.0,1.0,1.0,1,0.0,0.94,1.83
P100000124059,cement,UltraTech Cement Budawada Cement Plant,67,63,1.093731343283582,0.97,3.39,0.5476612418465409,305.94358208955225,312.52,293.3073134328358,299.05,0,67,0.17159103663371114,0.0070059272656041,1.0634920634920635,5.583333333333333,0.0,1.0,1.0634920634920635,1.0,2,0.24580452980260512,1.163174603174603,5.46
P100000124060,cement,UltraTech Cement Nrupathanga Cement Plant,81,65,1.1111111111111112,1.05,3.83,0.48315887656132317,304.4606172839506,310.92,291.69456790123456,298.71,0,81,0.5524754769198066,0.0509148827832898,1.2461538461538462,6.75,0.0,1.0,1.2461538461538462,1.0,2,0.43412157106222965,1.3846153846153846,3.83
P100000124061,cement,UltraTech Cement Adityapuram Cement Plant,4,4,1.3425,1.095,2.48,0.7875013227502119,301.4575,305.28,289.6175,290.91,0,4,0.16010854350771042,0.0685625483879804,1.0,0.3333333333333333,0.0,1.0,1.0,1.0,1,0.0,1.3425,2.48
P100000124062,cement,UltraTech Cement Chandrapur Cement Plant,125,114,1.46952,1.34,5.55,0.834443851877095,306.82568,317.7,292.7636,302.8,0,125,0.22426973884950419,0.0169465208702929,1.0964912280701755,10.416666666666666,0.0,1.0,1.0964912280701755,1.0,2,0.29656733019383896,1.6113157894736843,10.76
P100000124063,cement,UltraTech Cement Jafrabad Cement Plant,6,6,0.8033333333333333,0.74,1.53,0.3715194028131864,303.8833333333333,306.88,292.7283333333333,295.21,0,6,0.08695473840190565,0.0345941160670169,1.0,0.5,0.0,1.0,1.0,1.0,1,0.0,0.8033333333333333,1.53
P100000124064,cement,UltraTech Cement Tadipatri Cement Plant,195,148,1.7432307692307694,1.59,6.44,1.0017265111656402,310.2456923076923,339.05,292.79784615384614,313.13,0,189,0.20056037179098857,0.0099499200611346,1.3175675675675675,16.25,0.0,0.9692307692307692,1.3175675675675675,1.0,3,0.5089292770208932,2.2968243243243243,11.9
P100000124065,cement,UltraTech Cement Hirmi Cement Plant,49,43,1.3451020408163266,1.13,7.33,1.0095277824495048,305.85979591836735,316.08,292.2657142857143,299.45,0,49,0.27006743439265124,0.0353717202767427,1.1395348837209303,4.083333333333333,0.0,1.0,1.1395348837209303,1.0,2,0.350604603563426,1.5327906976744186,7.33
P100000124066,cement,UltraTech Cement Vikram Nagar Cement Plant,55,51,1.1356363636363636,0.96,5.35,0.8606473955075561,302.3492727272727,309.27,289.65,295.99,0,55,0.14864780669990488,0.0434945452210965,1.0784313725490196,4.583333333333333,0.0,1.0,1.0784313725490196,1.0,2,0.2715243823233531,1.224705882352941,10.5
P100000124067,cement,UltraTech Cement Amreli Cement Plant,234,189,1.406111111111111,1.28,3.81,0.538874845571138,308.9507692307692,333.34,293.30559829059825,307.56,0,230,0.21325318039343463,0.0091199540534972,1.2380952380952381,19.5,0.0,0.9829059829059829,1.2380952380952381,1.0,2,0.4270489675302974,1.7408994708994707,5.58
P100000124068,cement,UltraTech Cement Kotputli Cement Plant,196,129,1.3626530612244898,1.255,3.17,0.5058378193937683,303.7377551020408,316.48,289.10367346938773,302.32,0,196,0.33108891498913806,0.0269335819968773,1.5193798449612403,16.333333333333332,0.0,1.0,1.5193798449612403,1.0,4,0.6743141792985676,2.0703875968992245,5.43
P100000124069,cement,UltraTech Cement Kharia Khangar Cement Plant,90,87,0.9442222222222223,0.905,3.71,0.3895055285923358,302.2415555555556,335.06,288.03766666666667,306.97,0,89,0.20078184963919216,0.0252322390886776,1.0344827586206897,7.5,0.0,0.9888888888888889,1.0344827586206897,1.0,2,0.18352338815966712,0.9767816091954024,3.71
P100000124070,cement,UltraTech Cement Rawan Cement Plant,50,49,1.4716,1.545,2.84,0.5188777528946288,307.6406,330.8,293.4598,304.66,0,49,0.2242631133099111,0.0600351211196466,1.0204081632653061,4.166666666666667,0.0,0.98,1.0204081632653061,1.0,2,0.14285714285714288,1.5016326530612245,2.89
P100000124071,cement,UltraTech Cement Reddipalayam Cement Plant,2,2,0.675,0.675,1.12,0.6293250352560273,304.125,305.39,292.46500000000003,292.66,0,2,0.437877169261792,0.1016406451063979,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,0.675,1.12
P100000124072,cement,UltraTech Cement Sewagram Cement Plant,81,72,1.1975308641975309,1.13,3.62,0.44725979828338447,305.0502469135802,348.87,290.58444444444444,303.07,0,80,0.2350358317283042,0.053537647771684,1.125,6.75,0.0,0.9876543209876543,1.125,1.0,3,0.37294035319639723,1.3472222222222223,4.16
P100000124073,cement,UltraTech Cement Kandhar Cement Plant,32,31,0.6653125,0.71,1.04,0.22327452182632526,299.346875,307.84,286.4309375,296.73,0,32,0.1644257255647479,0.0204149921495235,1.032258064516129,2.6666666666666665,0.0,1.0,1.032258064516129,1.0,2,0.1796053020267749,0.6867741935483871,1.04
P100000124074,cement,UltraTech Cement Tonki Cement Plant,218,154,1.3939449541284403,1.34,2.89,0.45950588238037166,305.49353211009173,317.88,291.26550458715593,300.4,0,218,0.27927591839426674,0.0099980660437778,1.4155844155844155,18.166666666666668,0.0,1.0,1.4155844155844155,1.0,5,0.7558166487666993,1.9732467532467532,6.4
P100000124078,cement,UltraTech Cement Dhutra Cement Plant,4,3,4.275,4.195,7.68,2.8088016424565594,341.22249999999997,352.84,303.6875,309.46,0,0,0.8102897833282606,0.4505798360439459,1.3333333333333333,0.3333333333333333,0.0,0.0,1.3333333333333333,1.0,2,0.5773502691896258,5.7,11.0
P100000124082,cement,UltraTech Cement Hipale Cement Plant,2,1,6.85,6.85,6.85,0.0,343.98,345.23,314.015,314.12,0,0,0.5329266329547403,0.345216813290537,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,13.7,13.7
P100000124084,cement,UltraTech Cement Panipat Cement Plant,1,1,4.56,4.56,4.56,,339.46,339.46,305.91,305.91,0,0,0.751978081086683,0.751978081086683,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.56,4.56
P100000124088,cement,UltraTech Cement Durgapur Cement Plant,6,6,1.2066666666666668,1.2000000000000002,1.61,0.2781845909943013,305.62333333333333,310.82,286.77,292.64,0,6,0.6650638542868769,0.5023029356168858,1.0,0.5,0.0,1.0,1.0,1.0,1,0.0,1.2066666666666668,1.61
P100000124091,cement,UltraTech Cement Katni Cement Plant,1,1,3.53,3.53,3.53,,345.02,345.02,302.68,302.68,0,0,0.4004317131749381,0.4004317131749381,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.53,3.53
P100000124092,cement,UltraTech Cement Nagpur Cement Plant,3,3,6.56,8.0,8.26,2.7224253892439365,341.63000000000005,342.94,313.54,316.31,0,0,0.8248574892127135,0.6196557065305042,1.0,0.25,0.0,0.0,1.0,1.0,1,0.0,6.56,8.26
P100000124096,cement,Bharathi Cement Corporation Kadapa Cement Plant,1,1,1.49,1.49,1.49,,306.84,306.84,292.98,292.98,0,1,0.1701545107970604,0.1701545107970604,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,1.49,1.49
P100000124097,cement,Kalburgi Cement Chatarsal Cement Plant,9,8,2.572222222222222,0.84,8.94,3.617729874443978,308.3877777777777,367.0,289.65555555555557,296.11,1,9,0.2072161960803619,0.040656293804856,1.125,0.75,0.1111111111111111,1.0,1.125,1.0,2,0.3535533905932738,2.89375,17.88
P100000124098,cement,Shree Digvijay Cement Company Sikka Cement Plant,52,50,0.7267307692307692,0.71,1.37,0.2655864480496548,303.83153846153846,311.6,291.7273076923077,298.31,0,52,0.22640302015391972,0.0358740540105576,1.04,4.333333333333333,0.0,1.0,1.04,1.0,2,0.19794866372215741,0.7558,1.37
P100000124100,cement,Anjani Portland Cement Nalgonda Cement Plant,2,2,0.88,0.88,1.01,0.18384776310850237,306.83,307.76,295.765,295.79,0,2,0.22640982393118644,0.2156228056840244,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,0.88,1.01
P100000124106,cement,Amrit Cement East Jaintia Hills Cement Plant,1,1,2.48,2.48,2.48,,330.38,330.38,299.53,299.53,0,0,0.8775965096177115,0.8775965096177115,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.48,2.48
P100000124107,cement,DCM Shriram Kota Cement Plant,22,22,0.6045454545454546,0.595,1.01,0.1495302891032695,300.0254545454545,305.22,288.07045454545454,293.66,0,22,0.1220727847777181,0.0450605527440829,1.0,1.8333333333333333,0.0,1.0,1.0,1.0,1,0.0,0.6045454545454546,1.01
P100000124109,cement,Green Valliey Industries Chiehruphi Cement Plant,1,1,3.62,3.62,3.62,,331.3,331.3,297.5,297.5,0,0,0.9429002668193582,0.9429002668193582,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.62,3.62
P100000124110,cement,Saurashtra Cement Sutrapada Cement Plant,37,37,0.9208108108108108,0.81,2.24,0.40996868700465927,305.8424324324324,311.13,292.26378378378377,298.37,0,37,0.125947263924038,0.0022061318631678,1.0,3.0833333333333335,0.0,1.0,1.0,1.0,1,0.0,0.9208108108108108,2.24
P100000124112,cement,JUD Cements East Jaintia Hills Cement Plant,4,4,7.755,6.040000000000001,18.49,7.829506157266029,332.19,353.6,296.76750000000004,303.43,0,1,0.7814492517722403,0.4509194982076706,1.0,0.3333333333333333,0.0,0.25,1.0,1.0,1,0.0,7.755,18.49
P100000124117,cement,Khyber Industries Khunmoh Cement Plant,3,2,4.9,5.65,5.65,1.2990381056766582,342.23,342.91,296.53666666666663,306.71,0,0,0.5839858340410937,0.4587948373179303,1.5,0.25,0.0,0.0,1.5,1.5,2,0.7071067811865476,7.3500000000000005,11.3
P100000124118,cement,Mangalam Cement Chonsala Cement Plant,61,58,1.0022950819672132,0.99,1.91,0.31143428114998817,303.0175409836066,312.72,289.7913114754098,302.21,0,61,0.16916819237622416,0.0050897352413747,1.0517241379310345,5.083333333333333,0.0,1.0,1.0517241379310345,1.0,2,0.22340379562211246,1.0541379310344827,2.21
P100000124120,cement,Meghalaya Cements Umbadoh Cement Plant,2,2,1.96,1.96,3.08,1.5839191898578666,315.78,333.19,289.425,292.0,0,1,0.816147199112423,0.6944391791474578,1.0,0.16666666666666666,0.0,0.5,1.0,1.0,1,0.0,1.96,3.08
P100000124122,cement,Parasakti Cement Industries Goli Cement Plant,1,1,2.33,2.33,2.33,,338.81,338.81,309.27,309.27,0,0,0.9327254699291436,0.9327254699291436,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.33,2.33
P100000124123,cement,Prism Johnson Mankahari Cement Plant,31,30,1.1870967741935485,1.22,2.74,0.49609940904612454,303.07451612903225,312.63,290.5032258064516,299.88,0,31,0.33583048126651066,0.1398425887932151,1.0333333333333334,2.5833333333333335,0.0,1.0,1.0333333333333334,1.0,2,0.18257418583505539,1.2266666666666666,2.74
P100000124124,cement,Sanghi Industries Hothiay Cement Plant,103,81,1.4184466019417474,1.27,3.02,0.5792773680884801,307.186213592233,317.14,293.4215533980583,301.84,0,103,0.20711463017444645,0.0319851881556026,1.271604938271605,8.583333333333334,0.0,1.0,1.271604938271605,1.0,2,0.44755853469161855,1.8037037037037036,5.34
P100000124125,cement,Saurashtra Cement Porbandar Cement Plant,6,6,0.505,0.5,0.77,0.16658331248957683,303.24666666666667,305.56,291.5683333333333,294.25,0,6,0.1618480144445135,0.0889560437390731,1.0,0.5,0.0,1.0,1.0,1.0,1,0.0,0.505,0.77
P100000124130,cement,Star Cement East Jaintia Hills Cement Plant,2,1,10.995000000000001,10.995000000000001,11.49,0.7000357133746828,341.605,341.9,299.73,299.84,0,0,0.5814599052300911,0.5399155806521316,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,21.990000000000002,21.990000000000002
P100000124132,cement,Tata Chemicals Mithapur Cement Plant,23,23,0.8700000000000001,0.69,1.76,0.484111181820495,304.0639130434783,311.32,292.4213043478261,297.62,0,23,0.1626947617128956,0.057298020299352,1.0,1.9166666666666667,0.0,1.0,1.0,1.0,1,0.0,0.8700000000000001,1.76
P100000124134,cement,Udaipur Cement Works Udaipur Cement Plant,40,40,1.00225,1.0150000000000001,2.12,0.3793346908632371,302.23675,313.24,288.82399999999996,301.57,0,40,0.22968566350539454,0.0649537360474673,1.0,3.3333333333333335,0.0,1.0,1.0,1.0,1,0.0,1.00225,2.12
P100000124135,cement,Wonder Cement Phachar Aheeran Cement Plant,248,165,1.6983870967741934,1.66,4.17,0.6091188127877368,304.1251612903226,318.14,290.62068548387094,303.8,0,248,0.22492223952083085,0.0287128346265305,1.503030303030303,20.666666666666668,0.0,1.0,1.503030303030303,1.0,5,0.8455352066363014,2.5527272727272727,8.620000000000001
P100000124147,cement,Rashmi Cement Jhargram Cement Plant,1,1,4.6,4.6,4.6,,338.0,338.0,302.73,302.73,0,0,0.4387599101073047,0.4387599101073047,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,4.6,4.6
P100000124152,cement,ACC Nalagarh Cement Plant,1,1,1.86,1.86,1.86,,330.28,330.28,304.61,304.61,0,0,0.4097362993104622,0.4097362993104622,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,1.86,1.86
P100000124158,cement,Mawmluh-Cherra Cements Cherrapunji‎ Cement Plant,1,1,2.26,2.26,2.26,,335.0,335.0,293.66,293.66,0,0,0.693441361216886,0.693441361216886,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.26,2.26
P100000124473,cement,UltraTech Cement Dhule Cement Plant,1,1,2.86,2.86,2.86,,331.19,331.19,298.57,298.57,0,0,0.6816951946896971,0.6816951946896971,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.86,2.86
P100000124506,cement,Ambuja Cements Marwar Mundwa Cement Plant,35,33,0.9274285714285715,0.79,4.03,0.5952129765008136,301.56571428571425,309.3,288.86314285714286,295.74,0,35,0.14892475358870783,0.0096360855960994,1.0606060606060606,2.9166666666666665,0.0,1.0,1.0606060606060606,1.0,2,0.24230584229877997,0.9836363636363636,4.03
P100000124507,cement,Asian Fine Cements Rajpura Cement Plant,2,1,3.02,3.02,3.02,0.0,341.895,352.48,303.62,304.94,0,0,0.2730557754309394,0.1196807892528625,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,6.04,6.04
P100000124511,cement,Dalmia Banjari Cement Plant,25,23,0.5660000000000001,0.54,0.87,0.14767644813352376,299.14279999999997,302.58,287.0284,291.84,0,25,0.15365059478504237,0.0327949774170262,1.0869565217391304,2.0833333333333335,0.0,1.0,1.0869565217391304,1.0,2,0.2881040655200304,0.6152173913043478,1.23
P100000124512,cement,Dalmia Bharat Green Vision Sattur Taluk Cement Plant,3,3,6.46,7.71,8.5,2.876473535424931,338.15333333333336,343.94,297.60999999999996,301.06,0,0,0.7342644273575404,0.5884136208542045,1.0,0.25,0.0,0.0,1.0,1.0,1,0.0,6.46,8.5
P100000124518,cement,Jindal Steel & Power Raigarh Cement Plant,1,1,5.5,5.5,5.5,,344.93,344.93,309.9,309.9,0,0,0.7368515563010753,0.7368515563010753,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,5.5,5.5
P100000124521,cement,Kakatiya Cement Sugar & Industries Dondapadu Cement Plant,1,1,3.57,3.57,3.57,,331.84,331.84,303.5,303.5,0,0,0.5186352937760188,0.5186352937760188,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,3.57,3.57
P100000124524,cement,JK Cement Panna Cement Plant,2,2,0.63,0.63,0.67,0.05656854249492385,297.685,299.21,285.73,287.48,0,2,0.22150171464376767,0.1753889157707154,1.0,0.16666666666666666,0.0,1.0,1.0,1.0,1,0.0,0.63,0.67
P100000124528,cement,JSW Cement Jajpur Cement Plant,10,9,3.034,2.585,7.36,1.9699193440905702,306.627,322.94,288.40999999999997,295.82,0,10,0.7547886352632981,0.593835516638256,1.1111111111111112,0.8333333333333334,0.0,1.0,1.1111111111111112,1.0,2,0.3333333333333333,3.371111111111111,7.36
P100000124530,cement,Kanodia Cement Bhabua Cement Plant,10,7,7.110000000000001,5.82,17.85,5.041538565865694,342.338,354.28,302.18600000000004,327.28,0,0,0.8036000506815917,0.5027180503694068,1.4285714285714286,0.8333333333333334,0.0,0.0,1.4285714285714286,1.0,2,0.5345224838248488,10.157142857142858,28.060000000000002
P100000124532,cement,Kanodia Cement Sikandrabad Cement Plant,1,1,2.46,2.46,2.46,,332.12,332.12,295.56,295.56,0,0,0.7187195987562915,0.7187195987562915,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.46,2.46
P100000124534,cement,Srikalahasthi Pipes Rachagunneri Cement Plant,21,20,1.7076190476190476,0.76,6.74,1.9717857509422894,310.2790476190476,335.82,293.94,310.31,0,18,0.3109338356544458,0.0870621571341083,1.05,1.75,0.0,0.8571428571428571,1.05,1.0,2,0.22360679774997894,1.793,6.74
P100000124536,cement,Purbanchal Cement Sarutari Cement Plant,1,1,0.71,0.71,0.71,,301.46,301.46,289.08,289.08,0,1,0.8051830372173173,0.8051830372173173,1.0,0.08333333333333333,0.0,1.0,1.0,1.0,1,,0.71,0.71
P100000124537,cement,RCCPL Maihar Cement Plant,115,105,1.0874782608695652,1.01,2.83,0.40051467651287415,302.5255652173913,313.4,287.83330434782613,298.2,0,115,0.2653726418510036,0.0184146848927619,1.0952380952380953,9.583333333333334,0.0,1.0,1.0952380952380953,1.0,2,0.2949514146369483,1.1910476190476191,3.29
P100000124538,cement,RCCPL Mukutban Cement Plant,43,37,0.7272093023255813,0.76,1.19,0.19918076955124325,300.4741860465116,307.17,288.23976744186047,294.92,0,43,0.2371326695290542,0.0344891187499044,1.162162162162162,3.5833333333333335,0.0,1.0,1.162162162162162,1.0,2,0.37368387661182223,0.8451351351351352,2.09
P100000124539,cement,RNB Cements Umiam Cement Plant,13,8,2.0476923076923077,1.52,4.8,1.4126048860536211,312.3192307692308,334.31,280.8146153846154,297.42,0,11,0.6629134754472005,0.3197213814384479,1.625,1.0833333333333333,0.0,0.8461538461538461,1.625,1.0,4,1.0606601717798212,3.3274999999999997,8.94
P100000124541,cement,Shiva Cement Kutra Cement Plant,15,13,1.572,0.7,9.77,2.499949142339842,306.99600000000004,354.67,291.032,309.26,0,13,0.24356027969959115,0.066778046192094,1.1538461538461537,1.25,0.0,0.8666666666666667,1.1538461538461537,1.0,2,0.3755338080994054,1.8138461538461537,14.53
P100000124626,cement,Star Cement Guwahati Cement Plant,1,1,7.36,7.36,7.36,,341.27,341.27,304.02,304.02,0,0,0.6900400175298806,0.6900400175298806,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,7.36,7.36
P100000124636,cement,UltraTech Cement Cuttack Cement Plant,1,1,1.7,1.7,1.7,,326.77,326.77,298.21,298.21,0,0,0.8480910300940276,0.8480910300940276,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,1.7,1.7
P100000124637,cement,UltraTech Cement Pali Cement Plant,96,90,0.9397916666666667,0.895,2.18,0.30699555685681285,303.6709375,338.64,289.69604166666664,307.26,0,95,0.210342013111645,0.0151738223711716,1.0666666666666667,8.0,0.0,0.9895833333333334,1.0666666666666667,1.0,2,0.25084128112136317,1.0024444444444445,2.51
P100000124640,cement,Wonder Cement Alligarh Cement Plant,2,1,2.625,2.625,2.66,0.049497474683058526,334.53499999999997,338.68,299.905,300.26,0,0,0.9069371375874999,0.8734893869384271,2.0,0.16666666666666666,0.0,0.0,2.0,2.0,2,,5.25,5.25
P100000124641,cement,Wonder Cement Badnawar Cement Plant,1,1,6.99,6.99,6.99,,347.88,347.88,319.77,319.77,0,0,0.7327283355842996,0.7327283355842996,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,6.99,6.99
P100000124722,cement,Wonder Cement Dhule Cement Plant,1,1,2.86,2.86,2.86,,335.23,335.23,298.55,298.55,0,0,0.9764667356387092,0.9764667356387092,1.0,0.08333333333333333,0.0,0.0,1.0,1.0,1,,2.86,2.86
